text,class
utrillo,author
vollon (antoine1833-1900,author
"ziem (felix)
1821-1911",author
assiette decoree,category
vlaminck (maurice de),author
carpeaux (j.-b.1827-1875,author
jeanniot,author
paris,category
"argenterie
ancienne et moderne",category
"dessins - aquarelles
pastels",category
berot (j.),author
"bonvin (francois)
1817-1887",author
"boudin (eugene)
1824-1898",author
calbet (antoine),author
chabry (leonce),author
cheronnet laisne,author
"giacomelli (hector)
1828-1909",author
gide (francois),author
gillon (louis,author
itarfignies (henri),author
jacque (charle),author
"jongkuid (joham. barthold)
1819-1891",author
jongkuid,author
lemaire (madeleine),author
le riche,author
rosier (amedee),author
rousseau (gabriel),author
teissiere de valdrome,author
teu cate,author
berthelemy (emile),author
"berthelemy (emile)
1818-1894",author
caspers (pauline),author
"deverie (eugene)
1805-1865",author
dumont (henri),author
"dupre (jules)
1811-1889",author
duvieux (henri),author
ecole francaise xix. siecle,ecole
gaillard (marcel,author
de gesne (albert),author
guine (j.),author
houten (van,author
jongkuid (johan-barthold1819-1891,author
mesdag (h. w.),author
mnizeck,author
pierre (gustave),author
"plassan (emile)
1817-1903",author
richet (leon),author
ruyten (jan),author
sauvage (georges),author
tade styka,author
troyon (constant),author
truchet (abel,author
"veyrassat (jules
1828-1893",author
gravures et tableaux anciens,category
ansdeel (d'apres),author
ansdeel (d'apres,author
callet (d'apres),author
fragonard (d'apres),author
landseer (d'apres),author
landseer (par et d'apres),author
lebrun (d'apres elisabeth),author
masguierier (d'apres),author
rembrandt (d'apres,author
wintherhatter (d'apres),author
vernet (attribue a horace),author
ecole francaise (xyiii* siecle,ecole
ecole francaise (xix(r) siecle,ecole
ecole francaise (xixe siecle),ecole
ecole francaise (debuts du xvideg siecle),ecole
ecole greco-byzantine,ecole
ecole greco-russe,ecole
"puyl (gerard van der)
1750-1824",author
zurbaran (ecole de),author
glaces - ecrans - paravents,category
audran (j.,author
baudouin (p.-a.) (d'apres,author
bigg (w.-r.) (d'apres,author
boilly (l.) (d'apres),author
bonnet (l.-m.),author
bonneville (f.,author
caricatures,category
chapuy (j.-b.),author
cipriani (g.-b.) (d'apres,author
debucourt (p.-l.,author
de machy (p.-a.,author
demarteau l'aine (g.,author
desrais (ch.),author
dreux (a. de,author
ecole ancienne,ecole
empire (gravures de l'epoque,author
fragonard (h.) (d'apres,author
freudeberg (s.) (d'apies,author
gerard (m.) (d'apres),author
gericault (t.,author
greuze (j.-b.) (d'apres,author
huet (j.-b.) (d'apres,author
janinet (f.),author
"lami (eug.) johannot (t.), etc",author
lancret (n.) (d'apres,author
mallet (j.-b.) (d'apres,author
"martini-monsaldy, etc",author
mercier (ph.) (d'apres,author
miller (d'apres,author
moreau le jeune (j.-m.,author
morland (g.) (d'apres,author
perney (j.-h.-a.,author
portraits,category
saint-aubin (aug. de,author
smith (i.,author
smith (j.-r.) (d'apres),author
tresca (s.),author
van loo (c.,author
vues,category
vue de suisse,category
ward (w.),author
westall (r.) (d'apres,author
dessins - gouaches - pastels,category
boucher (attribue a francois,author
boucher (ecole de francois,author
bourgeois du castelet (florent-fidele-constant,author
casanova (attribue a,author
catillon (jane,author
ecole allemande (xvie siecle),ecole
ecole de nuremberg (xvie siecle),author
ecole de parme,author
"fillaeul (ecole francaise, xviiie siecle",author
fragonard (theophile-evariste),author
ingres (attribue a),author
lemoyne (atelier de),author
oudry (attribue a jean-baptiste),author
prud'hon (ecole de pierre-paul),author
rembrandt (ecole de,author
vivien (ecole de,author
belle (ecole d'alexis-simon),author
bertin (ecole de victor),author
both (attribues a jan),author
bril (attribues a paul),author
chablin (l.),author
"courtois (ecole de jacques, dit le bourguignon)",author
desportes (alexandre-francois,author
douelle (j.),author
duplessis (ecole de j.-s.,author
duplessis (michel-chretien-hamon,author
ecole flamande (xviiie siecle),ecole
ecole francaise (xviie siecle),ecole
ecole du haut-rhin (debut du xvie siecle),ecole
francken (ecole des),author
grimou (attribue a alexis),author
lacroix de marseille (attribue a,author
largilliere (ecole de nicolas de,author
la tour (attribue a georges de),author
lefebvre (ecole de claude),author
lorrain (ecole de claude,author
miel (ecole de jan,author
mignard (ecole de pierre,author
moro (genre d'antonio,author
nattier (genre de j.-m.,author
tiepolo (d'apres giovanni-battista),author
valenciennes (pierre-henri de),author
vernet (claude-joseph),author
"veronese (ecole de paul)
deux pendants",author
verschuringh (ecole de,author
"vries (hans vedreman de)
leeuvarden, 1527 + apres 1604",author
wouwerman (ecole de pieter,author
wouwerman (ecole des),author
"dessins - aquarelles
gouaches",category
ecole francaise (fin du xviiideg siecle,ecole
ecole francaise (debut du xixe siecle,ecole
augustin (attribue a),author
gavarni (attribue a,author
lewis-brown (john),author
marini,author
monnier (henry),author
noel (jules,author
robert (genre de hubert,author
carrieu (eugene,author
clouet (genre de,author
constable (attribue a),author
de dreux (attribue a alfred),author
ecole espagnole (xviideg siecle,ecole
ecole hollandaise (xviideg siecle,ecole
ecole milanaise,ecole
ecole ombrienne (xvideg siecle,ecole
ecole venitienne,ecole
etty (attribue a william,author
fichel (e.,author
longhi (ecole de p.,author
pecrus (c.),author
petit (noel),author
petitjean (e.),author
pynaker (attribue a adam),author
rochet (leon,author
richet (leon,author
roosenboom (a.),author
swebach (edouard),author
vernet (attribue a carle),author
vernet (genre de joseph,author
etoffes,category
"ceramiques faiences - porcelaines
objets d'extreme-orient",category
flambeaux - candelabres,category
estampes - lithographies,category
aquarelles - dessins,category
porcelaines -- faiences -- verrerie,category
bronzes - etains,category
"sculptures, vitraux, objets divers",category
armes,category
ceramique - objets varies,category
argenterie - metal argente,category
"aquarelle - dessins
pastels
anciens et modernes",category
"delacroix
(ferdinand-victor-eugene) charenton-saint-maurice 1798 + paris 1863",author
greuze (attribue a jean-baptiste) tournus 1725 + paris 1805,author
ingres (jean-dominique-auguste) montauban 1780 + paris 1867,author
nanteuil (attribue a robert) reims 1623 + paris 1678,author
"prud'hon
(pierre-paul) cluny 1758 + paris 1823",author
"beaubrun
(attribue a henri) amboise 1603 + paris 1677",author
"brueghel (attribue a jan, dit de velours)
bruxelles 1568 + anvers 1625",author
"desportes
(claude-francois) paris 1695 + paris 1774",author
callot (attribues a jacques) nancy 1592 + nancy 1635,author
dael (jan-frans van) anvers 1774 + paris 1840,author
dael (jan-frans van),author
"demarne attribue a jean-louis, dit demarnette)
bruxelles 1744 + paris 1829",author
"ecole espagnole
(xviie siecle)",ecole
"ecole flamande
(xviiideg siecle)",ecole
fragonard (attribue a jean-honoregrasse 1732_+ paris 1806,author
"fyt
(jan) anvers 1611 + anvers 1661",author
"heinz (joseph heintz ou, dit l'ainebale 1564 ou 1565 + prague 1609",author
"jacobber (attribue a jacob ber, dit) bliescastel 1794 + paris 1864",author
lagrenee (attribues a jean-jacquesparis 1740 + paris 1821,author
lepicie (attribue a nicolas-bernardparis 1735 + paris 1784,author
"le barbier jean-jacques-francois, dit l'ainerouen 1738 + paris 1826",author
meulen (adam-frans van der) bruxelles 1632 + paris 1690,author
meulen attribue a adam-frans van der),author
mignard (ecole de pierre),author
"mignon
(abraham) francfort-sur-le-mein 1640 + wetzlar 1679",author
murillo (d'apres bartolome-esteban),author
puligo (attribue a domenico) ecole florentine 1475 + 1527,author
"rembrandt
(genre de)",author
rigaud (hyacinthe-francois-honorat-mathias-pierre-andreperpignan 1659 + paris 1743,author
"ruysdael
(salomon van) harlem vers 1600 + harlem 1670",author
objets d'art de la chine,category
emaux cloisonnes sur cuivre,category
porcelaines de la chine,category
argenterie ancienne,category
gravures - aquarelles ceramique - objets varies,category
bronzes - pendules - lustres,category
piano,category
ordre de vacation,noise
mardi 1 avril 1941,noise
gravures du xviiie siecle,category
table aux anciens dessins - aquarelles - pastels,category
batoni (attribue a girolano,author
gryeff (attribue a adrien,author
guardi (attribue a francesco,author
patel le fils (attribue a pierre),author
rosa (attribue a salvator,author
teniers le jeune (attribue a david),author
teniers le jeune (attribue a david,author
vallin (jacques-antoine) 1760-1831,author
van de velde le jeune (attribue a guillaume),author
faience - porcelaine - biscuits,category
"etains - bronzes - ivoires emaux - objets divers,",category
tentures,category
ceramique porcelaines montees,category
glace - ecrans - paravents,category
rideaux - tapis,category
tapis en tissus de la savonnerie,category
adam (victor,author
bauchamp,author
breton (jules),author
cals (a.),author
cazin (j.-c.,author
chintreuil,author
coubine,author
delacroix (attribue a eugene,author
desboutin (marcellin),author
dupre (attribue a jules),author
eberl,author
espagnat (georges d',author
francais,author
guillaumin (armand),author
lavoine,author
muter,author
o'conor (roderick,author
radda,author
robinson,author
roussel,author
see (mathilde,author
sigrist,author
troyon,author
valtat,author
utrillo (maurice,author
augustin (pauline,author
begeyn (abraham),author
boilly (attribue a louis),author
boucher (francois,author
bril (attribue a paul),author
casanova (francesco-giuseppe),author
chardin (attribue a),author
chasselat (attribue a pierre),author
chatelet (claude-louis),author
cuyp (attribue a),author
danloux (attribue a henri-pierre),author
debucourt (attribue a),author
dughet (attribue a gaspard),author
durameau (attribue a),author
ecole flamande (xvdeg siecle),ecole
ecole francaise (fin xvideg siecle),ecole
ecole francaise (debut du xviideg siecle),ecole
ecole francaise (debut du xixe siecle),ecole
ecole francaise (debut du xixdeg siecle),ecole
ecole francaise (commencement xixdeg siecle,ecole
ecole francaise (xixdeg siecle),ecole
ecole italienne (xviideg siecle),ecole
ecole des le nain,author
gobaut,author
hoin (attribue a claude),author
lacroix de marseille,author
lallemand (jean-baptiste),author
langendyk (dirk),author
lebarbier l'amie (jean-jacques-francois),author
maes,author
marechal (attribue a),author
michalowski (ecole polonaise),author
mignard (attribue a),author
moitte,author
monticelli (attribue a,author
natoire (attribue a),author
"oever (hendrick)
hollande xviideg siecle)",author
ommeganck (b. p.,author
oudry (jacques-charles),author
ozanne (pierre),author
pau de saint-martin (alexandre),author
poel (egbert vander),author
porcellis (ecole de,author
rosalba carriera (attribue a),author
ruysdael (ecole de jacob),author
rysbrack,author
schoten (attribue a floris van,author
taunay (nicolas antoine),author
taunay,author
la tour (ecole de georges),author
a.),noise
conditions de la,noise
(s881-8d) soivivuq,noise
gravures - dessins - tableaux,category
ecole francaise (debuts du 19deg siecle,ecole
boilly (attribue a),author
duvivier (1758-1832),author
le paon,author
destinger,author
lambert (eug.,author
de neuville (a.) w,author
vestier (attribue a),author
"ceramiques
objets varies",category
etoffes - tapis,category
"imprimerie
georges petits
6, rue des martyrs",noise
service en porcelaine de tournai,category
"ceramique - objets de vitrine
argenterie - objets varies",category
ecrans - barometres - glace,category
ameublement de salon,category
"etoffes - tapis d'aubusson
tapis d'orient",category
gravure,category
le fevre (d'apres,author
"aquarelles - dessins - pastels
anciens et modernes",category
bernard,author
"finot (jules, baron",author
gerbault (henry,author
girot (m.,author
l'aigle (r. de,author
lami (eugene),author
naigeon (jean-claude,author
"courtois (ecole de jacques, dit le bourguignon",author
ecole espagnole (xviie siecle,ecole
ecole italienne (xviie siecle,ecole
greuze (genre de jean-baptiste,author
le moyne (attribue a francois),author
nani (giacomo),author
roland de la porte (attribue a henri-horace),author
schall (attribue a jean-frederic),author
vallin (jacques-antoine,author
miniatures - boites objets de vitrine,category
glace - sculptures,category
gravures aquarelles - tableaux,category
bourguignon (ecole du,ecole
ecole hollandaise (xviie siecle),ecole
horemans (attribue a),author
van der meulen (ecole de),author
moucheron,author
ten kate (e.),author
ten kate (h.),author
miniatures - objets varies,category
sculptures - glaces - ecran,category
etoffes - tapis d'orient,category
gravures - tableaux,category
eisen (d'apres,author
moreau (d'apres j.-l.,author
moreau (d'apres j.-l.),author
suive (d'apres,author
taunay (d'apres,author
leger,author
martin kavel,author
segneurgins,author
ecole italienne (xviiie siecle),ecole
appert,author
cortes (a.,author
delaroche (paul,author
deveria (attribue a,author
jacquet,author
voigt (a.,author
robert (attribue a hubert),author
fenouil,author
pannini (attribue a,author
vernet (joseph,author
vernet (genre de j.),author
vigee (louis,author
etoffes - tapis - tapisseries,category
"tableaux - gravures
dessins",category
ecole francaise (fin du xviii siecle,ecole
drouais (genre de),author
de feure,author
gericault (d'apres,author
huet (genre de),author
lancret (genre de),author
"bois sculptes et laques
de la chine",category
bronzes de la chine,category
tapis de la chine,category
"porcelaines - bois laques
et soieries du japon",category
tapis - rideaux,category
gravures - tableau,category
faiences - porcelaines,category
objets varies argenterie - etains objets de vitrine,category
